Rep_num,Time,Stop_Reason,Generation,Population,Init_Method,Selection_Method,Tournament_Size,Crossover_Rate,Crossover_Type,Mutation_Rate,Mutation_Type,elitism,Max_Gen,Patience,Partition1_Sum,Partition2_Sum,Partition_Difference,Size
1,319.6707,Patience,37,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,24689,24689,0,943
1,242.0128,Patience,27,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,24747,24747,0,945
1,224.8423,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,24800,24792,8,947
1,267.4083,Patience,31,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,25006,25006,0,953
1,243.1151,Patience,27,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,25040,25038,2,955
1,255.9153,Patience,29,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,25090,25090,0,958
1,236.8624,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,25144,25144,0,962
1,412.0311,Patience,50,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,25154,25152,2,963
1,319.2087,Patience,37,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,25183,25183,0,964
1,233.6146,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,25228,25226,2,966
1,228.1039,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,25320,25316,4,969
1,257.5063,Patience,29,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,25326,25326,0,970
1,257.9126,Patience,29,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,25345,25347,2,971
1,256.8879,Patience,29,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,25350,25350,0,972
1,231.9115,Patience,25,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,25382,25382,0,973
1,329.5551,Patience,38,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,25423,25421,2,975
1,419.3505,Patience,49,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,25556,25556,0,982
1,245.2275,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,25567,25565,2,983
1,351.3334,Patience,40,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,25606,25606,0,984
1,238.1496,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,25618,25618,0,986
1,222.6462,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,25665,25665,0,987
1,219.9462,Patience,26,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,25729,25731,2,991
1,235.0235,Patience,28,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,25751,25747,4,992
1,255.9232,Patience,31,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,25929,25929,0,999
1,385.0138,Patience,49,150,Random,Tournament,5,0.9,Uniform,0.1,Bit-Flip,0.1,120,25,25975,25975,0,1000
